Name,Author,Price,Link
الابله الرائع,شوساكو اندو,100.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%a7%d8%a8%d9%84%d9%87-%d8%a7%d9%84%d8%b1%d8%a7%d8%a6%d8%b9/
الإسلام والاعاقة,محمد غالية,330.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85-%d9%88%d8%a7%d9%84%d8%a7%d8%b9%d8%a7%d9%82%d8%a9/
الامير,نيكولو ميكافييلي,80.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%a7%d9%85%d9%8a%d8%b1-2/
الجرس الزجاجى,سيلفيا بلاث,130.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%ac%d8%b1%d8%b3-%d8%a7%d9%84%d8%b2%d8%ac%d8%a7%d8%ac%d9%89/
الجينات القذرة,بن لينش,355.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%ac%d9%8a%d9%86%d8%a7%d8%aa-%d8%a7%d9%84%d9%82%d8%b0%d8%b1%d8%a9/
الحضارة البابلية,خزعل الماجدى,240.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%ad%d8%b6%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d8%a8%d8%a7%d8%a8%d9%84%d9%8a%d8%a9/
الحياة مع الاب,الكسندرا تولستايا,130.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%ad%d9%8a%d8%a7%d8%a9-%d9%85%d8%b9-%d8%a7%d9%84%d8%a7%d8%a8/
الخيمة الحمراء,انيتا ديامنت,110.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%ae%d9%8a%d9%85%d8%a9-%d8%a7%d9%84%d8%ad%d9%85%d8%b1%d8%a7%d8%a1/
الشر الاخير فى الصنوق,فلاح رحيم,130.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b4%d8%b1-%d8%a7%d9%84%d8%a7%d8%ae%d9%8a%d8%b1-%d9%81%d9%89-%d8%a7%d9%84%d8%b5%d9%86%d9%88%d9%82/
الشرطى الثالث,فلان اوبراين,110.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b4%d8%b1%d8%b7%d9%89-%d8%a7%d9%84%d8%ab%d8%a7%d9%84%d8%ab/
الصيادون,تشيغوزي أوبيوما,355.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b5%d9%8a%d8%a7%d8%af%d9%88%d9%86/
ألعاب العمر المتقدم,لويس لانديرو,595.00,https://diwanegypt.com/product/%d8%a3%d9%84%d8%b9%d8%a7%d8%a8-%d8%a7%d9%84%d8%b9%d9%85%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d9%82%d8%af%d9%85/
العملاق المدفون,كازو ايشجورو,400.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b9%d9%85%d9%84%d8%a7%d9%82-%d8%a7%d9%84%d9%85%d8%af%d9%81%d9%88%d9%86/
المت,فيونا موزلي,310.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%85%d8%aa/
المفقود او امريكا,فرانز كافكا,130.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%85%d9%81%d9%82%d9%88%d8%af-%d8%a7%d9%88-%d8%a7%d9%85%d8%b1%d9%8a%d9%83%d8%a7/
الميتات,خورخي ايبارغوينغويتيا,310.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%85%d9%8a%d8%aa%d8%a7%d8%aa/
الى المنارة,فيرجينيا وولف,100.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%89-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1%d8%a9/
إليانور أوليفنت في أحسن حال,جيل هانيمان,400.00,https://diwanegypt.com/product/%d8%a5%d9%84%d9%8a%d8%a7%d9%86%d9%88%d8%b1-%d8%a3%d9%88%d9%84%d9%8a%d9%81%d9%86%d8%aa-%d9%81%d9%8a-%d8%a3%d8%ad%d8%b3%d9%86-%d8%ad%d8%a7%d9%84/
امراء البيان 2/1,محمد كرد على,280.00,https://diwanegypt.com/product/%d8%a7%d9%85%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d8%a8%d9%8a%d8%a7%d9%86-2-1/
انا كارنينا 2/1,ليو تولستوي,220.00,https://diwanegypt.com/product/%d8%a7%d9%86%d8%a7-%d9%83%d8%a7%d8%b1%d9%86%d9%8a%d9%86%d8%a7-2-1/
اوديب,فولتير,60.00,https://diwanegypt.com/product/%d8%a7%d9%88%d8%af%d9%8a%d8%a8/
اوسكار وايلد الاعمال القصصية ا,اوسكار وايلد,120.00,https://diwanegypt.com/product/%d8%a7%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d9%88%d8%a7%d9%8a%d9%84%d8%af-%d8%a7%d9%84%d8%a7%d8%b9%d9%85%d8%a7%d9%84-%d8%a7%d9%84%d9%82%d8%b5%d8%b5%d9%8a%d8%a9-%d8%a7/
بقايا النهار,كازو ايشجورو,310.00,https://diwanegypt.com/product/%d8%a8%d9%82%d8%a7%d9%8a%d8%a7-%d8%a7%d9%84%d9%86%d9%87%d8%a7%d8%b1/
بيت على الحدود,ويليام هوب هودسن,70.00,https://diwanegypt.com/product/%d8%a8%d9%8a%d8%aa-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%ad%d8%af%d9%88%d8%af/
تشومسكى,نيل سميث ونيكولاس الوت,200.00,https://diwanegypt.com/product/%d8%aa%d8%b4%d9%88%d9%85%d8%b3%d9%83%d9%89/
تلماك,فرانسوا فنلون,120.00,https://diwanegypt.com/product/%d8%aa%d9%84%d9%85%d8%a7%d9%83/
جاك وساق الفاصولياء,N/A,60.00,https://diwanegypt.com/product/%d8%ac%d8%a7%d9%83-%d9%88%d8%b3%d8%a7%d9%82-%d8%a7%d9%84%d9%81%d8%a7%d8%b5%d9%88%d9%84%d9%8a%d8%a7%d8%a1/
جان دارك,جورج برنارد شو,100.00,https://diwanegypt.com/product/%d8%ac%d8%a7%d9%86-%d8%af%d8%a7%d8%b1%d9%83-2/
حسن التعامل مع فوارات الغضب,مادلين ديني,220.00,https://diwanegypt.com/product/%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d8%aa%d8%b9%d8%a7%d9%85%d9%84-%d9%85%d8%b9-%d9%81%d9%88%d8%a7%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d8%ba%d8%b6%d8%a8/
حياة و مغامرات روبنسون كروزو,دانيال ديفو,165.00,https://diwanegypt.com/product/%d8%ad%d9%8a%d8%a7%d8%a9-%d9%88-%d9%85%d8%ba%d8%a7%d9%85%d8%b1%d8%a7%d8%aa-%d8%b1%d9%88%d8%a8%d9%86%d8%b3%d9%88%d9%86-%d9%83%d8%b1%d9%88%d8%b2%d9%88/
دراما فى الصيد,أنطون تشيخوف,100.00,https://diwanegypt.com/product/%d8%af%d8%b1%d8%a7%d9%85%d8%a7-%d9%81%d9%89-%d8%a7%d9%84%d8%b5%d9%8a%d8%af/
ذئب البحر,جاك لندن,120.00,https://diwanegypt.com/product/%d8%b0%d8%a6%d8%a8-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1/
رسائل السجن,جورج جاكسون,130.00,https://diwanegypt.com/product/%d8%b1%d8%b3%d8%a7%d8%a6%d9%84-%d8%a7%d9%84%d8%b3%d8%ac%d9%86/
روح الشرائع 2/1,مونتسكيو,500.00,https://diwanegypt.com/product/%d8%b1%d9%88%d8%ad-%d8%a7%d9%84%d8%b4%d8%b1%d8%a7%d8%a6%d8%b9-2-1/
رولان بارت,ماري جيل,200.00,https://diwanegypt.com/product/%d8%b1%d9%88%d9%84%d8%a7%d9%86-%d8%a8%d8%a7%d8%b1%d8%aa/
زرداشت,فريدريك نيتشه,120.00,https://diwanegypt.com/product/%d8%b2%d8%b1%d8%af%d8%a7%d8%b4%d8%aa/
ساحر اوز العجيب,ليمان فرانك باوم,100.00,https://diwanegypt.com/product/%d8%b3%d8%a7%d8%ad%d8%b1-%d8%a7%d9%88%d8%b2-%d8%a7%d9%84%d8%b9%d8%ac%d9%8a%d8%a8-2/
سلطة التفاؤل,الن لوى مك جنيس,80.00,https://diwanegypt.com/product/%d8%b3%d9%84%d8%b7%d8%a9-%d8%a7%d9%84%d8%aa%d9%81%d8%a7%d8%a4%d9%84/
سنوات التكوين,جاك لندن,120.00,https://diwanegypt.com/product/%d8%b3%d9%86%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d8%aa%d9%83%d9%88%d9%8a%d9%86/
صباح الخير يا يافا,احمد فضيض,100.00,https://diwanegypt.com/product/%d8%b5%d8%a8%d8%a7%d8%ad-%d8%a7%d9%84%d8%ae%d9%8a%d8%b1-%d9%8a%d8%a7-%d9%8a%d8%a7%d9%81%d8%a7/
عقول مرتابة,جويل غولد و ايان غولد,140.00,https://diwanegypt.com/product/%d8%b9%d9%82%d9%88%d9%84-%d9%85%d8%b1%d8%aa%d8%a7%d8%a8%d8%a9/
علم النفس الإيجابي والعلاج الأ,كولي كونولي,310.00,https://diwanegypt.com/product/%d8%b9%d9%84%d9%85-%d8%a7%d9%84%d9%86%d9%81%d8%b3-%d8%a7%d9%84%d8%a5%d9%8a%d8%ac%d8%a7%d8%a8%d9%8a-%d9%88%d8%a7%d9%84%d8%b9%d9%84%d8%a7%d8%ac-%d8%a7%d9%84%d8%a3/
عند حدود العقل,جان امري,80.00,https://diwanegypt.com/product/%d8%b9%d9%86%d8%af-%d8%ad%d8%af%d9%88%d8%af-%d8%a7%d9%84%d8%b9%d9%82%d9%84/
عندما كنا يتامى,كازو ايشجورو,400.00,https://diwanegypt.com/product/%d8%b9%d9%86%d8%af%d9%85%d8%a7-%d9%83%d9%86%d8%a7-%d9%8a%d8%aa%d8%a7%d9%85%d9%89/
فرض سيطرة الوالدين بلين,مادلين ديني,220.00,https://diwanegypt.com/product/%d9%81%d8%b1%d8%b6-%d8%b3%d9%8a%d8%b7%d8%b1%d8%a9-%d8%a7%d9%84%d9%88%d8%a7%d9%84%d8%af%d9%8a%d9%86-%d8%a8%d9%84%d9%8a%d9%86/
فلسطين المتخيلة,فاضل الربيعى,450.00,https://diwanegypt.com/product/%d9%81%d9%84%d8%b3%d8%b7%d9%8a%d9%86-%d8%a7%d9%84%d9%85%d8%aa%d8%ae%d9%8a%d9%84%d8%a9/
فنان من العالم العائم,كازو ايشجورو,310.00,https://diwanegypt.com/product/%d9%81%d9%86%d8%a7%d9%86-%d9%85%d9%86-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a7%d9%84%d8%b9%d8%a7%d8%a6%d9%85/
في غمضة عين,مايكل تيبر,155.00,https://diwanegypt.com/product/%d9%81%d9%8a-%d8%ba%d9%85%d8%b6%d8%a9-%d8%b9%d9%8a%d9%86/
قصة الحضارة في أرض مصر,حسين عبد البصير,100.00,https://diwanegypt.com/product/%d9%82%d8%b5%d8%a9-%d8%a7%d9%84%d8%ad%d8%b6%d8%a7%d8%b1%d8%a9-%d9%81%d9%8a-%d8%a3%d8%b1%d8%b6-%d9%85%d8%b5%d8%b1/
قصة حياتى,هيلين كيلر,130.00,https://diwanegypt.com/product/%d9%82%d8%b5%d8%a9-%d8%ad%d9%8a%d8%a7%d8%aa%d9%89-2/
كتاب التاج فى اخلاق الملوك,الجاحظ,130.00,https://diwanegypt.com/product/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%aa%d8%a7%d8%ac-%d9%81%d9%89-%d8%a7%d8%ae%d9%84%d8%a7%d9%82-%d8%a7%d9%84%d9%85%d9%84%d9%88%d9%83/
لا تدعني أرحل أبدا,كازو ايشجورو,355.00,https://diwanegypt.com/product/%d9%84%d8%a7-%d8%aa%d8%af%d8%b9%d9%86%d9%8a-%d8%a3%d8%b1%d8%ad%d9%84-%d8%a3%d8%a8%d8%af%d8%a7/
لعبة الحياة,فلورنس سكوفيل شين,70.00,https://diwanegypt.com/product/%d9%84%d8%b9%d8%a8%d8%a9-%d8%a7%d9%84%d8%ad%d9%8a%d8%a7%d8%a9/
ليلى المريضة فى العراق,زكى مبارك,140.00,https://diwanegypt.com/product/%d9%84%d9%8a%d9%84%d9%89-%d8%a7%d9%84%d9%85%d8%b1%d9%8a%d8%b6%d8%a9-%d9%81%d9%89-%d8%a7%d9%84%d8%b9%d8%b1%d8%a7%d9%82/
ليليات,كازو ايشجورو,310.00,https://diwanegypt.com/product/%d9%84%d9%8a%d9%84%d9%8a%d8%a7%d8%aa/
محادثة مع بورمان,رينيه ديكارت,70.00,https://diwanegypt.com/product/%d9%85%d8%ad%d8%a7%d8%af%d8%ab%d8%a9-%d9%85%d8%b9-%d8%a8%d9%88%d8%b1%d9%85%d8%a7%d9%86/
محاورات غوته,يوهان بيرت ايكرمان و سوريت,450.00,https://diwanegypt.com/product/%d9%85%d8%ad%d8%a7%d9%88%d8%b1%d8%a7%d8%aa-%d8%ba%d9%88%d8%aa%d9%87/
مزامير القرآن-العظماء السبعة ل,ايمن الحكيم,100.00,https://diwanegypt.com/product/%d9%85%d8%b2%d8%a7%d9%85%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d8%a7%d9%84%d8%b9%d8%b8%d9%85%d8%a7%d8%a1-%d8%a7%d9%84%d8%b3%d8%a8%d8%b9%d8%a9-%d9%84/
مفاتيح خزائن السرد,سعيد الغانمى,180.00,https://diwanegypt.com/product/%d9%85%d9%81%d8%a7%d8%aa%d9%8a%d8%ad-%d8%ae%d8%b2%d8%a7%d8%a6%d9%86-%d8%a7%d9%84%d8%b3%d8%b1%d8%af/
من غابو إلى ماريو,انخل استيبان,400.00,https://diwanegypt.com/product/%d9%85%d9%86-%d8%ba%d8%a7%d8%a8%d9%88-%d8%a5%d9%84%d9%89-%d9%85%d8%a7%d8%b1%d9%8a%d9%88/
من لا عزاء لهم,كازو ايشجورو,485.00,https://diwanegypt.com/product/%d9%85%d9%86-%d9%84%d8%a7-%d8%b9%d8%b2%d8%a7%d8%a1-%d9%84%d9%87%d9%85/
منظر شاحب للتلال,كازو ايشجورو,310.00,https://diwanegypt.com/product/%d9%85%d9%86%d8%b8%d8%b1-%d8%b4%d8%a7%d8%ad%d8%a8-%d9%84%d9%84%d8%aa%d9%84%d8%a7%d9%84/
موت فى العائلة,جيمس آ جى,165.00,https://diwanegypt.com/product/%d9%85%d9%88%d8%aa-%d9%81%d9%89-%d8%a7%d9%84%d8%b9%d8%a7%d8%a6%d9%84%d8%a9/
نزيلة قصر وايلدفيل,آن برونته,140.00,https://diwanegypt.com/product/%d9%86%d8%b2%d9%8a%d9%84%d8%a9-%d9%82%d8%b5%d8%b1-%d9%88%d8%a7%d9%8a%d9%84%d8%af%d9%81%d9%8a%d9%84/
نمر الليل,يانغسى شو,120.00,https://diwanegypt.com/product/%d9%86%d9%85%d8%b1-%d8%a7%d9%84%d9%84%d9%8a%d9%84/
ونس الكتب الجزء2,محمود عبد الشكور,120.00,https://diwanegypt.com/product/%d9%88%d9%86%d8%b3-%d8%a7%d9%84%d9%83%d8%aa%d8%a8-%d8%a7%d9%84%d8%ac%d8%b2%d8%a12/
ألف شمس ساطعة,خالد حسيني,310.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%81-%d8%b4%d9%85%d8%b3-%d8%b3%d8%a7%d8%b7%d8%b9%d8%a9/
صلاة البحر,خالد حسيني,355.00,https://diwanegypt.com/product/%d8%b5%d9%84%d8%a7%d8%a9-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1/
ورددت الجبال الصدى,خالد حسيني,330.00,https://diwanegypt.com/product/%d9%88%d8%b1%d8%af%d8%af%d8%aa-%d8%a7%d9%84%d8%ac%d8%a8%d8%a7%d9%84-%d8%a7%d9%84%d8%b5%d8%af%d9%89/
التنمية العربية الممنوعة,على القادرى,400.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%aa%d9%86%d9%85%d9%8a%d8%a9-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d9%85%d9%86%d9%88%d8%b9%d8%a9/
الشعور بالذنب من السفر جوا,محمد هشام عبيه,60.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b4%d8%b9%d9%88%d8%b1-%d8%a8%d8%a7%d9%84%d8%b0%d9%86%d8%a8-%d9%85%d9%86-%d8%a7%d9%84%d8%b3%d9%81%d8%b1-%d8%ac%d9%88%d8%a7/
الشيهانة,مايا الطرابيلى,120.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b4%d9%8a%d9%87%d8%a7%d9%86%d8%a9/
الهجرة وحقوق الإنسان,الحسين شكرانى و ابراهيم المرشي,310.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%87%d8%ac%d8%b1%d8%a9-%d9%88%d8%ad%d9%82%d9%88%d9%82-%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86/
أبنية متطايرة,ادوارد الخراط,135.00,https://diwanegypt.com/product/%d8%a7%d8%a8%d9%86%d9%8a%d8%a9-%d9%85%d8%aa%d8%b7%d8%a7%d9%8a%d8%b1%d8%a9/
اسوار,محمد البساطى,110.00,https://diwanegypt.com/product/%d8%a7%d8%b3%d9%88%d8%a7%d8%b1/
اصوات الحداثة,ادوارد الخراط,180.00,https://diwanegypt.com/product/%d8%a7%d8%b5%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d8%ad%d8%af%d8%a7%d8%ab%d8%a9/
الابدية تبحث عن ساعة يد,اندري بريتون,135.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%a7%d8%a8%d8%af%d9%8a%d8%a9-%d8%aa%d8%a8%d8%ad%d8%ab-%d8%b9%d9%86-%d8%b3%d8%a7%d8%b9%d8%a9-%d9%8a%d8%af/
الخالدية,محمد البساطى,125.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%ae%d8%a7%d9%84%d8%af%d9%8a%d8%a9/
الفتى المتيم والمعلم,أليف شافاك,440.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%81%d8%aa%d9%89-%d8%a7%d9%84%d9%85%d8%aa%d9%8a%d9%85-%d9%88%d8%a7%d9%84%d9%85%d8%b9%d9%84%d9%85/
الموسيقى الخفية,جلال الدين الرومى,180.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%85%d9%88%d8%b3%d9%8a%d9%82%d9%89-%d8%a7%d9%84%d8%ae%d9%81%d9%8a%d8%a9/
امواج الليالي,ادوارد الخراط,125.00,https://diwanegypt.com/product/%d8%a7%d9%85%d9%88%d8%a7%d8%ac-%d8%a7%d9%84%d9%84%d9%8a%d8%a7%d9%84%d9%8a/
بيوت وراء الأشجار,محمد البساطى,125.00,https://diwanegypt.com/product/%d8%a8%d9%8a%d9%88%d8%aa-%d9%88%d8%b1%d8%a7%d8%a1-%d8%a7%d9%84%d8%a3%d8%b4%d8%ac%d8%a7%d8%b1/
حيطان عالية,ادوارد الخراط,125.00,https://diwanegypt.com/product/%d8%ad%d9%8a%d8%b7%d8%a7%d9%86-%d8%b9%d8%a7%d9%84%d9%8a%d8%a9-2/
رقرقة الأحلام الملحية,ادوارد الخراط,135.00,https://diwanegypt.com/product/%d8%b1%d9%82%d8%b1%d9%82%d8%a9-%d8%a7%d9%84%d8%a3%d8%ad%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d9%85%d9%84%d8%ad%d9%8a%d8%a9/
ساعات الكبرياء,ادوارد الخراط,125.00,https://diwanegypt.com/product/%d8%b3%d8%a7%d8%b9%d8%a7%d8%aa-%d8%a7%d9%84%d9%83%d8%a8%d8%b1%d9%8a%d8%a7%d8%a1/
صديقتى المذهلة,ايلينا فيرانتى,400.00,https://diwanegypt.com/product/%d8%b5%d8%af%d9%8a%d9%82%d8%aa%d9%89-%d8%a7%d9%84%d9%85%d8%b0%d9%87%d9%84%d8%a9/
غرف للايجار,محمد البساطى,125.00,https://diwanegypt.com/product/%d8%ba%d8%b1%d9%81-%d9%84%d9%84%d8%a7%d9%8a%d8%ac%d8%a7%d8%b1/
فردوس,محمد البساطى,125.00,https://diwanegypt.com/product/%d9%81%d8%b1%d8%af%d9%88%d8%b3/
وحدها شجرة الرمان,سنان انطون,180.00,https://diwanegypt.com/product/%d9%88%d8%ad%d8%af%d9%87%d8%a7-%d8%b4%d8%ac%d8%b1%d8%a9-%d8%a7%d9%84%d8%b1%d9%85%d8%a7%d9%86/
وسريرهما أخضر,محمد البساطى,125.00,https://diwanegypt.com/product/%d9%88%d8%b3%d8%b1%d9%8a%d8%b1%d9%87%d9%85%d8%a7-%d8%a3%d8%ae%d8%b6%d8%b1/
يا بنات اسكندرية,ادوارد الخراط,125.00,https://diwanegypt.com/product/%d9%8a%d8%a7-%d8%a8%d9%86%d8%a7%d8%aa-%d8%a7%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a%d8%a9-2/
ياسين قلب الخلافة,عبد الاله بن عرفة,290.00,https://diwanegypt.com/product/%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-%d9%82%d9%84%d8%a8-%d8%a7%d9%84%d8%ae%d9%84%d8%a7%d9%81%d8%a9/
تأملات حول المنفى 1,ادوارد سعيد,310.00,https://diwanegypt.com/product/%d8%aa%d8%a3%d9%85%d9%84%d8%a7%d8%aa-%d8%ad%d9%88%d9%84-%d8%a7%d9%84%d9%85%d9%86%d9%81%d9%89-1/
الهاربون والباقون: صديقتي المذهلة الجزء الثالث,ايلينا فيرانتى,440.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%87%d8%a7%d8%b1%d8%a8%d9%88%d9%86-%d9%88%d8%a7%d9%84%d8%a8%d8%a7%d9%82%d9%88%d9%86-%d8%b5%d8%af%d9%8a%d9%82%d8%aa%d9%89-%d8%a7%d9%84%d9%85%d8%b0%d9%87/
تمارين في الاعجاب,سيوران,180.00,https://diwanegypt.com/product/%d8%aa%d9%85%d8%a7%d8%b1%d9%8a%d9%86-%d9%81%d9%8a-%d8%a7%d9%84%d8%a7%d8%b9%d8%ac%d8%a7%d8%a8/
حكاية الاسم الجديد صديقتي المذهلة,ايلينا فيرانتى,440.00,https://diwanegypt.com/product/%d8%ad%d9%83%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af-%d8%b5%d8%af%d9%8a%d9%82%d8%aa%d9%89-%d8%a7%d9%84%d9%85%d8%b0%d9%87%d9%84%d8%a9/
حكاية الطفلة الضائعة صديقتى ال,ايلينا فيرانتى,440.00,https://diwanegypt.com/product/%d8%ad%d9%83%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%b7%d9%81%d9%84%d8%a9-%d8%a7%d9%84%d8%b6%d8%a7%d8%a6%d8%b9%d8%a9-%d8%b5%d8%af%d9%8a%d9%82%d8%aa%d9%89-%d8%a7%d9%84/
رسالة في التحلل,سيوران,220.00,https://diwanegypt.com/product/%d8%b1%d8%b3%d8%a7%d9%84%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%aa%d8%ad%d9%84%d9%84/
الارهاب والعولمة مقاربات تاريخ,جان رافليك,330.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%a7%d8%b1%d9%87%d8%a7%d8%a8-%d9%88%d8%a7%d9%84%d8%b9%d9%88%d9%84%d9%85%d8%a9-%d9%85%d9%82%d8%a7%d8%b1%d8%a8%d8%a7%d8%aa-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae/
الأعمال القصصية الجزء الأول,خورخي لويس بورخيس,180.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%a3%d8%b9%d9%85%d8%a7%d9%84-%d8%a7%d9%84%d9%82%d8%b5%d8%b5%d9%8a%d8%a9-%d8%a7%d9%84%d8%ac%d8%b2%d8%a1-%d8%a7%d9%84%d8%a3%d9%88%d9%84/
الألف,خورخي لويس بورخيس,135.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%a3%d9%84%d9%81/
الرواية التاريخية,غيورغ لوكاش,400.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b1%d9%88%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae%d9%8a%d8%a9/
السقوط في الزمن,سيوران,135.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b3%d9%82%d9%88%d8%b7-%d9%81%d9%8a-%d8%a7%d9%84%d8%b2%d9%85%d9%86/
السودان وفشل المشروع الإسلامي,محمد محمود,180.00,https://diwanegypt.com/product/%d8%a7%d9%84%d8%b3%d9%88%d8%af%d8%a7%d9%86-%d9%88%d9%81%d8%b4%d9%84-%d8%a7%d9%84%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85%d9%8a/
الماجريات خمس وعشرون حكاية عن,ابراهيم العاقل,220.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%85%d8%a7%d8%ac%d8%b1%d9%8a%d8%a7%d8%aa-%d8%ae%d9%85%d8%b3-%d9%88%d8%b9%d8%b4%d8%b1%d9%88%d9%86-%d8%ad%d9%83%d8%a7%d9%8a%d8%a9-%d8%b9%d9%86/
المباحثات,ابن سينا,330.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%85%d8%a8%d8%a7%d8%ad%d8%ab%d8%a7%d8%aa/
المعادلة الالهية,جوزيه ر. دوس سانتوس,400.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d8%af%d9%84%d8%a9-%d8%a7%d9%84%d8%a7%d9%84%d9%87%d9%8a%d8%a9/
الولاء البديل,على ناصر كنانة,220.00,https://diwanegypt.com/product/%d8%a7%d9%84%d9%88%d9%84%d8%a7%d8%a1-%d8%a7%d9%84%d8%a8%d8%af%d9%8a%d9%84/
بيان ثان من اجل الفلسفة,الان باديو,135.00,https://diwanegypt.com/product/%d8%a8%d9%8a%d8%a7%d9%86-%d8%ab%d8%a7%d9%86-%d9%85%d9%86-%d8%a7%d8%ac%d9%84-%d8%a7%d9%84%d9%81%d9%84%d8%b3%d9%81%d8%a9/
تاريخ ويوتوبيا,سيوران,135.00,https://diwanegypt.com/product/%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d9%88%d9%8a%d9%88%d8%aa%d9%88%d8%a8%d9%8a%d8%a7/
تبعيث العراق,آرون أم. فاوست,265.00,https://diwanegypt.com/product/%d8%aa%d8%a8%d8%b9%d9%8a%d8%ab-%d8%a7%d9%84%d8%b9%d8%b1%d8%a7%d9%82/
زمن عصيب,ماريو بارغاس يوسا,265.00,https://diwanegypt.com/product/%d8%b2%d9%85%d9%86-%d8%b9%d8%b5%d9%8a%d8%a8/
سرديولوجيا الجزيرة العربي,احمد الواصل,220.00,https://diwanegypt.com/product/%d8%b3%d8%b1%d8%af%d9%8a%d9%88%d9%84%d9%88%d8%ac%d9%8a%d8%a7-%d8%a7%d9%84%d8%ac%d8%b2%d9%8a%d8%b1%d8%a9-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a/
شرح الطيور,أنطونيو لوبو أنتونيش,220.00,https://diwanegypt.com/product/%d8%b4%d8%b1%d8%ad-%d8%a7%d9%84%d8%b7%d9%8a%d9%88%d8%b1/
عصر التنمية المستدامة,جفري ساكس,440.00,https://diwanegypt.com/product/%d8%b9%d8%b5%d8%b1-%d8%a7%d9%84%d8%aa%d9%86%d9%85%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d8%b3%d8%aa%d8%af%d8%a7%d9%85%d8%a9/
